stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\danis\source\repos\DanielBaptista24285611\PI---Grupo-Austr-lia\ConsoleApplication1\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83351] removed dtor for sub_bitmap 000002BBAE456D40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83358] removed dtor for sub_bitmap 000002BBAE457500
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83366] removed dtor for sub_bitmap 000002BBAE456F30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83374] removed dtor for sub_bitmap 000002BBAE457120
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83381] removed dtor for sub_bitmap 000002BBAE457310
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83429] removed dtor for sub_bitmap 000002BBAE4561A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83508] removed dtor for sub_bitmap 000002BBAE4576F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83543] removed dtor for sub_bitmap 000002BBAE457AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83554] removed dtor for sub_bitmap 000002BBAE4581B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83567] removed dtor for sub_bitmap 000002BBAE459AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83575] removed dtor for sub_bitmap 000002BBAE458D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83586] removed dtor for sub_bitmap 000002BBAE458F40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83595] removed dtor for sub_bitmap 000002BBAE457DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83606] removed dtor for sub_bitmap 000002BBAE457FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83613] removed dtor for sub_bitmap 000002BBAE458970
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83637] removed dtor for sub_bitmap 000002BBAE459510
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83645] removed dtor for sub_bitmap 000002BBAE458590
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83695] removed dtor for sub_bitmap 000002BBAE4598F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83711] removed dtor for sub_bitmap 000002BBAE459130
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83722] removed dtor for sub_bitmap 000002BBAE4583A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83741] removed dtor for sub_bitmap 000002BBAE459700
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83751] removed dtor for sub_bitmap 000002BBAE458780
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83761] removed dtor for sub_bitmap 000002BBAE459320
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83789] removed dtor for sub_bitmap 000002BBAE458B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83819] removed dtor for sub_bitmap 000002BBAE45B900
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83837] removed dtor for sub_bitmap 000002BBAE459DE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83869] removed dtor for sub_bitmap 000002BBAE45BED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83908] removed dtor for sub_bitmap 000002BBAE45C880
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83923] removed dtor for sub_bitmap 000002BBAE45BAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83933] removed dtor for sub_bitmap 000002BBAE45B330
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83943] removed dtor for sub_bitmap 000002BBAE45AD60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83956] removed dtor for sub_bitmap 000002BBAE45CA70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83973] removed dtor for sub_bitmap 000002BBAE45A790
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83988] removed dtor for sub_bitmap 000002BBAE45B710
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84010] removed dtor for sub_bitmap 000002BBAE45BCE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84022] removed dtor for sub_bitmap 000002BBAE45C0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84034] removed dtor for sub_bitmap 000002BBAE45B520
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84043] removed dtor for sub_bitmap 000002BBAE45AF50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84050] removed dtor for sub_bitmap 000002BBAE45C4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84059] removed dtor for sub_bitmap 000002BBAE45A5A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84067] removed dtor for sub_bitmap 000002BBAE45C2B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84076] removed dtor for sub_bitmap 000002BBAE45CC60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84083] removed dtor for sub_bitmap 000002BBAE45D800
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84092] removed dtor for sub_bitmap 000002BBAE45B140
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84111] removed dtor for sub_bitmap 000002BBAE45C690
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84122] removed dtor for sub_bitmap 000002BBAE45CE50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84137] removed dtor for sub_bitmap 000002BBAE45D040
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84147] removed dtor for sub_bitmap 000002BBAE45D9F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84157] removed dtor for sub_bitmap 000002BBAE45D230
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84183] removed dtor for sub_bitmap 000002BBAE45D420
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84191] removed dtor for sub_bitmap 000002BBAE45A980
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84199] removed dtor for sub_bitmap 000002BBAE45D610
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84207] removed dtor for sub_bitmap 000002BBAE45AB70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84215] removed dtor for sub_bitmap 000002BBAE459FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84223] removed dtor for sub_bitmap 000002BBAE45A1C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84232] removed dtor for sub_bitmap 000002BBAE45A3B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84242] removed dtor for sub_bitmap 000002BBAE460B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84249] removed dtor for sub_bitmap 000002BBAE460D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84257] removed dtor for sub_bitmap 000002BBAE463820
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84265] removed dtor for sub_bitmap 000002BBAE4609A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84273] removed dtor for sub_bitmap 000002BBAE4624C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84281] removed dtor for sub_bitmap 000002BBAE461160
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84290] removed dtor for sub_bitmap 000002BBAE463A10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84298] removed dtor for sub_bitmap 000002BBAE461730
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84307] removed dtor for sub_bitmap 000002BBAE4620E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84314] removed dtor for sub_bitmap 000002BBAE462A90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84324] removed dtor for sub_bitmap 000002BBAE4626B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84334] removed dtor for sub_bitmap 000002BBAE461350
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84342] removed dtor for sub_bitmap 000002BBAE461EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84351] removed dtor for sub_bitmap 000002BBAE461540
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84359] removed dtor for sub_bitmap 000002BBAE4628A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84368] removed dtor for sub_bitmap 000002BBAE4601E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84376] removed dtor for sub_bitmap 000002BBAE4622D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84387] removed dtor for sub_bitmap 000002BBAE461920
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84397] removed dtor for sub_bitmap 000002BBAE45FE00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84405] removed dtor for sub_bitmap 000002BBAE461B10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84413] removed dtor for sub_bitmap 000002BBAE461D00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84423] removed dtor for sub_bitmap 000002BBAE462C80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84430] removed dtor for sub_bitmap 000002BBAE45FFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84437] removed dtor for sub_bitmap 000002BBAE462E70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84450] removed dtor for sub_bitmap 000002BBAE4603D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84460] removed dtor for sub_bitmap 000002BBAE460F70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84469] removed dtor for sub_bitmap 000002BBAE463250
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84478] removed dtor for sub_bitmap 000002BBAE463060
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84487] removed dtor for sub_bitmap 000002BBAE463440
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84497] removed dtor for sub_bitmap 000002BBAE463630
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84506] removed dtor for sub_bitmap 000002BBAE4605C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84514] removed dtor for sub_bitmap 000002BBAE4607B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84526] removed dtor for sub_bitmap 000002BBAE467F70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84534] removed dtor for sub_bitmap 000002BBAE468350
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84542] removed dtor for sub_bitmap 000002BBAE4677B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84552] removed dtor for sub_bitmap 000002BBAE469E70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84563] removed dtor for sub_bitmap 000002BBAE4679A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84571] removed dtor for sub_bitmap 000002BBAE467D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84579] removed dtor for sub_bitmap 000002BBAE468160
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84590] removed dtor for sub_bitmap 000002BBAE466260
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84598] removed dtor for sub_bitmap 000002BBAE468B10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84607] removed dtor for sub_bitmap 000002BBAE469C80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84614] removed dtor for sub_bitmap 000002BBAE468D00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84624] removed dtor for sub_bitmap 000002BBAE468920
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84633] removed dtor for sub_bitmap 000002BBAE4675C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84641] removed dtor for sub_bitmap 000002BBAE466640
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84653] removed dtor for sub_bitmap 000002BBAE466830
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84664] removed dtor for sub_bitmap 000002BBAE468540
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84674] removed dtor for sub_bitmap 000002BBAE4690E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84690] removed dtor for sub_bitmap 000002BBAE468730
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84699] removed dtor for sub_bitmap 000002BBAE4673D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84726] removed dtor for sub_bitmap 000002BBAE468EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84735] removed dtor for sub_bitmap 000002BBAE4692D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84743] removed dtor for sub_bitmap 000002BBAE466A20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84751] removed dtor for sub_bitmap 000002BBAE4694C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84759] removed dtor for sub_bitmap 000002BBAE4696B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84766] removed dtor for sub_bitmap 000002BBAE4698A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84773] removed dtor for sub_bitmap 000002BBAE4671E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84782] removed dtor for sub_bitmap 000002BBAE469A90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84790] removed dtor for sub_bitmap 000002BBAE466450
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84798] removed dtor for sub_bitmap 000002BBAE466C10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84805] removed dtor for sub_bitmap 000002BBAE466E00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84812] removed dtor for sub_bitmap 000002BBAE466FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84821] removed dtor for sub_bitmap 000002BBAE467B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84828] removed dtor for sub_bitmap 000002BBAE46FAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84836] removed dtor for sub_bitmap 000002BBAE46FCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84843] removed dtor for sub_bitmap 000002BBAE46D200
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84851] removed dtor for sub_bitmap 000002BBAE46E370
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84859] removed dtor for sub_bitmap 000002BBAE46D010
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84866] removed dtor for sub_bitmap 000002BBAE46C280
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84873] removed dtor for sub_bitmap 000002BBAE46DBB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84881] removed dtor for sub_bitmap 000002BBAE46FE90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84918] removed dtor for sub_bitmap 000002BBAE46DDA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84932] removed dtor for sub_bitmap 000002BBAE46EB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84944] removed dtor for sub_bitmap 000002BBAE46D9C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84953] removed dtor for sub_bitmap 000002BBAE46DF90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84970] removed dtor for sub_bitmap 000002BBAE46ED20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84981] removed dtor for sub_bitmap 000002BBAE46F4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84990] removed dtor for sub_bitmap 000002BBAE46C470
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85003] removed dtor for sub_bitmap 000002BBAE46F6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85019] removed dtor for sub_bitmap 000002BBAE46E560
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85029] removed dtor for sub_bitmap 000002BBAE46F8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85039] removed dtor for sub_bitmap 000002BBAE46D3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85054] removed dtor for sub_bitmap 000002BBAE46E750
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85064] removed dtor for sub_bitmap 000002BBAE46EF10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85104] removed dtor for sub_bitmap 000002BBAE46E180
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85114] removed dtor for sub_bitmap 000002BBAE46E940
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85121] removed dtor for sub_bitmap 000002BBAE46F100
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85129] removed dtor for sub_bitmap 000002BBAE46C850
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85137] removed dtor for sub_bitmap 000002BBAE46C660
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85144] removed dtor for sub_bitmap 000002BBAE46CA40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85157] removed dtor for sub_bitmap 000002BBAE46F2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85165] removed dtor for sub_bitmap 000002BBAE46CC30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85174] removed dtor for sub_bitmap 000002BBAE46CE20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85184] removed dtor for sub_bitmap 000002BBAE46D5E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85192] removed dtor for sub_bitmap 000002BBAE46D7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85200] removed dtor for sub_bitmap 000002BBAE4782B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85209] removed dtor for sub_bitmap 000002BBAE4763B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85217] removed dtor for sub_bitmap 000002BBAE478880
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85224] removed dtor for sub_bitmap 000002BBAE474C70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85233] removed dtor for sub_bitmap 000002BBAE47AF40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85242] removed dtor for sub_bitmap 000002BBAE4746A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85250] removed dtor for sub_bitmap 000002BBAE477900
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85258] removed dtor for sub_bitmap 000002BBAE479230
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85266] removed dtor for sub_bitmap 000002BBAE47A970
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85273] removed dtor for sub_bitmap 000002BBAE475A00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85281] removed dtor for sub_bitmap 000002BBAE47BCD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85289] removed dtor for sub_bitmap 000002BBAE478C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85297] removed dtor for sub_bitmap 000002BBAE475810
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85305] removed dtor for sub_bitmap 000002BBAE47BEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85313] removed dtor for sub_bitmap 000002BBAE47B700
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85321] removed dtor for sub_bitmap 000002BBAE475FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85329] removed dtor for sub_bitmap 000002BBAE479040
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85337] removed dtor for sub_bitmap 000002BBAE475430
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85344] removed dtor for sub_bitmap 000002BBAE479DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85352] removed dtor for sub_bitmap 000002BBAE476D60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85360] removed dtor for sub_bitmap 000002BBAE479BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85368] removed dtor for sub_bitmap 000002BBAE478690
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85375] removed dtor for sub_bitmap 000002BBAE479FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85383] removed dtor for sub_bitmap 000002BBAE475BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85390] removed dtor for sub_bitmap 000002BBAE477520
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85398] removed dtor for sub_bitmap 000002BBAE477710
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85405] removed dtor for sub_bitmap 000002BBAE478A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85412] removed dtor for sub_bitmap 000002BBAE476F50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85419] removed dtor for sub_bitmap 000002BBAE4765A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85426] removed dtor for sub_bitmap 000002BBAE479420
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85435] removed dtor for sub_bitmap 000002BBAE47BAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85451] removed dtor for sub_bitmap 000002BBAE478E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85461] removed dtor for sub_bitmap 000002BBAE4761C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85471] removed dtor for sub_bitmap 000002BBAE476790
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85479] removed dtor for sub_bitmap 000002BBAE47C0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85521] removed dtor for sub_bitmap 000002BBAE476980
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85538] removed dtor for sub_bitmap 000002BBAE4780C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85552] removed dtor for sub_bitmap 000002BBAE477140
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85559] removed dtor for sub_bitmap 000002BBAE474890
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85566] removed dtor for sub_bitmap 000002BBAE477AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85573] removed dtor for sub_bitmap 000002BBAE479610
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85582] removed dtor for sub_bitmap 000002BBAE47AB60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85590] removed dtor for sub_bitmap 000002BBAE476B70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85601] removed dtor for sub_bitmap 000002BBAE47B8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85611] removed dtor for sub_bitmap 000002BBAE479800
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.85618] removed dtor for bitmap 000002BBAE3E1580
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  12.85629] destroying display 000002BBABF962C0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  12.85992] converting display bitmap 000002BBAE474E60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  12.86002] added dtor for bitmap 000002BBAE475620, func 00007FFBCE65118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.86011] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.86018] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.86205] removed dtor for bitmap 000002BBAE475620
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  12.86216] waiting for display 000002BBABF962C0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  12.86929] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  12.90326] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.90470] removed dtor for queue 000002BBABF82FD0
dtor     D               dtor.c:116  _al_run_destructors              [  12.90496] calling dtor for bitmap 000002BBAE474E60, func 00007FFBCE65118B
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.90505] removed dtor for bitmap 000002BBAE474E60
dtor     D               dtor.c:116  _al_run_destructors              [  12.90517] calling dtor for timer 000002BBAE341B90, func 00007FFBCE651050
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.90536] removed dtor for timer 000002BBAE341B90
audio-dsound D           dsound.cpp:304  _dsound_close                    [  12.90549] Releasing device
audio-dsound D           dsound.cpp:309  _dsound_close                    [  12.90815] Released device
audio-dsound I           dsound.cpp:310  _dsound_close                    [  12.90843] DirectSound closed
