stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Diogo.DESKTOP-8OCSMG7\Documents\Opa\PI---Grupo-Austr-lia\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.22228] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22237] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.22246] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22256] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.22265] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22273] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.22281] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.22289] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.22297] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.22304] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.22313] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22324] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.22377] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22390] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.22399] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.22410] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.22419] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22428] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22436] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22450] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22462] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22489] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22500] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22645] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22656] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22664] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22674] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22683] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22690] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22698] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22705] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22717] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22728] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22737] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22750] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22763] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22773] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22782] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22790] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22799] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22809] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22818] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22826] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22833] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22840] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22849] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22856] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22865] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22872] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22879] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22886] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22893] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22901] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22909] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22916] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22924] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22931] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22939] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22948] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.22961] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.22975] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.22988] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23001] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23012] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23022] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23031] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23039] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23047] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23057] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23067] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23076] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23084] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23093] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23101] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23108] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23118] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23126] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23142] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23154] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23165] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23173] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23182] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23189] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23200] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23210] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.23220] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23227] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23236] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23244] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.23254] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.23264] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
